Rank,Title,Ticker,Industry,Sector,HQ Location,Years on list,CEO,EPS,Employees,Revenues,Profits,Image URL,Website,geoCode
152,Devon Energy,DVN,"Mining, Crude-Oil Production",Energy,"Oklahoma City, OK",14,David A. Hager,3.91,5437,19566,1607,https://fortunedotcom.files.wordpress.com/2015/05/ars_dvn_141029_01077.jpeg?quality=80&w=840&h=485&crop=1,http://www.devonenergy.com,OK
153,Progressive,PGR,Insurance: Property and Casualty (Stock),Financials,"Mayfield Village, OH",21,Glenn M. Renwick,2.15,26501,19391,1281,https://fortunedotcom.files.wordpress.com/2015/06/progressive.jpg?quality=80&w=462&h=260&crop=1,http://www.progressive.com,OH
154,Cummins,CMI,Construction and Farm Machinery,Industrials,"Columbus, IN",21,N. Thomas Linebarger,9.02,54600,19221,1651,https://fortunedotcom.files.wordpress.com/2015/06/cum06-15_a.jpg?quality=80&w=840&h=485&crop=1,http://www.cummins.com,IN
155,Icahn Enterprises,IEP,Petroleum Refining,Energy,"New York, NY",7,Keith Cozza,-3.08,65577,19157,-373,https://fortunedotcom.files.wordpress.com/2015/06/icahn-1.jpg?quality=80&w=462&h=260&crop=1,http://www.ielp.com,NY
156,AutoNation,AN,"Automotive Retailing, Services",Retailing,"Fort Lauderdale, FL",18,Michael J. Jackson,3.52,24000,19109,419,https://fortunedotcom.files.wordpress.com/2015/06/autonation.jpg?quality=80&w=462&h=260&crop=1,http://www.autonation.com,FL
157,Kohl’s,KSS,General Merchandisers,Retailing,"Menomonee Falls, WI",18,Kevin Mansell,4.24,84500,19023,867,https://fortunedotcom.files.wordpress.com/2015/05/kohls.jpg?quality=80&w=462&h=260&crop=1,http://www.kohlscorporation.com,WI
158,Paccar,PCAR,Motor Vehicles and Parts,Motor Vehicles & Parts,"Bellevue, WA",21,Ronald E. Armstrong,3.82,23300,18997,1359,https://fortunedotcom.files.wordpress.com/2015/06/paccar.jpg?quality=80&w=462&h=260&crop=1,http://www.paccar.com,WA
159,Dollar General,DG,General Merchandisers,Retailing,"Goodlettsville, TN",17,Todd J. Vasos,3.49,105500,18910,1065,https://fortunedotcom.files.wordpress.com/2015/06/dollar-general.jpg?quality=80&w=462&h=260&crop=1,http://www.dollargeneral.com,TN
160,Hartford Financial Services Group,HIG,Insurance: Property and Casualty (Stock),Financials,"Hartford, CT",20,Christopher J. Swift,1.73,17500,18847,798,https://fortunedotcom.files.wordpress.com/2015/06/hartford-financial.jpg?quality=80&w=462&h=260&crop=1,http://www.thehartford.com,CT
161,Southwest Airlines,LUV,Airlines,Transportation,"Dallas, TX",21,Gary C. Kelly,1.64,46278,18605,1136,https://fortunedotcom.files.wordpress.com/2015/06/southwest-airlines-resized.jpeg?quality=80&w=462&h=260&crop=1,http://www.southwest.com,TX
162,Anadarko Petroleum,APC,"Mining, Crude-Oil Production",Energy,"The Woodlands, TX",15,R. A. Walker,-3.47,6100,18470,-1750,https://fortunedotcom.files.wordpress.com/2015/05/gettyimages-492418189.jpg?quality=80&w=840&h=485&crop=1,http://www.anadarko.com,TX
163,Southern,SO,Utilities: Gas and Electric,Energy,"Atlanta, GA",21,Thomas A. Fanning,2.18,26369,18467,1963,https://fortunedotcom.files.wordpress.com/2015/05/southern.jpg?quality=80&w=462&h=260&crop=1,http://www.southerncompany.com,GA
164,Supervalu,SVU,Food and Drug Stores,Food & Drug Stores,"Eden Prairie, MN",21,Sam K. Duncan,0.7,35800,18390,182,https://fortunedotcom.files.wordpress.com/2015/05/supervalu1.jpg?quality=80&w=462&h=260&crop=1,http://www.supervalu.com,MN
165,Kraft Foods Group,KRFT,Food Consumer Products,"Food, Beverages & Tobacco","Northfield, IL",3,John T. Cahill,1.74,22100,18205,1043,https://fortunedotcom.files.wordpress.com/2015/05/kraft.jpg?quality=80&w=462&h=260&crop=1,http://www.kraftfoodsgroup.com,IL
166,Goodyear Tire & Rubber,GT,Motor Vehicles and Parts,Motor Vehicles & Parts,"Akron, OH",21,Richard J. Kramer,8.78,67000,18138,2452,https://fortunedotcom.files.wordpress.com/2015/05/nascar025.jpg?quality=80&w=840&h=485&crop=1,http://www.goodyear.com,OH
167,EOG Resources,EOG,"Mining, Crude-Oil Production",Energy,"Houston, TX",7,William R. Thomas,5.32,3000,18035,2916,https://fortunedotcom.files.wordpress.com/2015/06/eog.jpg?quality=80&w=462&h=260&crop=1,http://www.eogresources.com,TX
168,CenturyLink,CTL,Telecommunications,Telecommunications,"Monroe, LA",6,Glen F. Post III,1.36,45000,18031,772,https://fortunedotcom.files.wordpress.com/2015/05/centurylink-1.jpg?quality=80&w=462&h=260&crop=1,http://www.centurylink.com,LA
169,Altria Group,MO,Tobacco,"Food, Beverages & Tobacco","Richmond, VA",21,Martin J. Barrington,2.56,9000,17945,5070,https://fortunedotcom.files.wordpress.com/2015/06/altria.jpg?quality=80&w=462&h=260&crop=1,http://www.altria.com,VA
170,Tenet Healthcare,THC,Health Care: Medical Facilities,Health Care,"Dallas, TX",21,Trevor Fetter,0.12,96456,17924,12,https://fortunedotcom.files.wordpress.com/2015/06/tenet.jpg?quality=80&w=462&h=260&crop=1,http://www.tenethealth.com,TX
171,General Mills,GIS,Food Consumer Products,"Food, Beverages & Tobacco","Minneapolis, MN",21,Kendall J. Powell,2.83,43000,17910,1824,https://fortunedotcom.files.wordpress.com/2015/05/466715014.jpg?quality=80&w=840&h=485&crop=1,http://www.generalmills.com,MN
172,eBay,EBAY,Internet Services and Retailing,Technology,"San Jose, CA",10,Devin N. Wenig,0.04,35550,17902,46,https://fortunedotcom.files.wordpress.com/2015/05/ebay.jpg?quality=80&w=462&h=260&crop=1,http://www.ebay.com,CA
173,ConAgra Foods,CAG,Food Consumer Products,"Food, Beverages & Tobacco","Omaha, NE",21,Sean M. Connolly,0.7,32800,17773,303,https://fortunedotcom.files.wordpress.com/2015/05/117143693.jpg?quality=80&w=840&h=485&crop=1,http://www.conagrafoods.com,NE
174,Lear,LEA,Motor Vehicles and Parts,Motor Vehicles & Parts,"Southfield, MI",21,Matthew J. Simoncini,8.23,125200,17727,672,https://fortunedotcom.files.wordpress.com/2015/05/lear.jpg?quality=80&w=462&h=260&crop=1,http://www.lear.com,MI
175,TRW Automotive Holdings,,Motor Vehicles and Parts,Motor Vehicles & Parts,"Livonia, MI",11,John C. Plant,2.54,72900,17539,293,https://fortunedotcom.files.wordpress.com/2015/06/trw-automotive-holdings.jpg?quality=80&w=462&h=263&crop=1,http://www.trw.com,MI
176,United States Steel,X,Metals,Materials,"Pittsburgh, PA",13,Mario Longhi,0.69,35500,17507,102,https://fortunedotcom.files.wordpress.com/2015/06/united-states-steel.jpg?quality=80&w=462&h=260&crop=1,http://www.ussteel.com,PA
177,Penske Automotive Group,PAG,"Automotive Retailing, Services",Retailing,"Bloomfield Hills, MI",17,Roger S. Penske,3.17,22100,17439,287,https://fortunedotcom.files.wordpress.com/2015/06/penske.jpg?quality=80&w=462&h=260&crop=1,http://www.penskeautomotive.com,MI
178,AES,AES,Utilities: Gas and Electric,Energy,"Arlington, VA",15,Andres R. Gluski,1.06,18500,17378,769,https://fortunedotcom.files.wordpress.com/2015/06/aes.jpg?quality=80&w=462&h=260&crop=1,http://www.aes.com,VA
179,Colgate-Palmolive,CL,Household and Personal Products,Household Products,"New York, NY",21,Ian M. Cook,2.36,37700,17277,2180,https://fortunedotcom.files.wordpress.com/2015/05/colgate.jpg?quality=80&w=462&h=260&crop=1,http://www.colgatepalmolive.com,NY
180,Global Partners,GLP,Wholesalers: Diversified,Wholesalers,"Waltham, MA",9,Eric Slifka,3.95,1154,17270,115,https://fortunedotcom.files.wordpress.com/2015/06/global-partners.jpg?quality=80&w=462&h=263&crop=1,http://www.globalp.com,MA
181,Thermo Fisher Scientific,TMO,"Scientific,Photographic and Control Equipment",Technology,"Waltham, MA",13,Marc N. Casper,4.71,51000,17100,1894,https://fortunedotcom.files.wordpress.com/2015/05/thermo-fisher-scientific.jpg?quality=80&w=462&h=260&crop=1,http://www.thermofisher.com,MA
182,PG&E Corp.,PCG,Utilities: Gas and Electric,Energy,"San Francisco, CA",21,Anthony F. Earley Jr.,3.06,22581,17090,1436,https://fortunedotcom.files.wordpress.com/2015/06/pge-corp.jpg?quality=80&w=462&h=260&crop=1,http://www.pge.com,CA
183,NextEra Energy,NEE,Utilities: Gas and Electric,Energy,"Juno Beach, FL",21,James L. Robo,5.6,13800,17021,2465,https://fortunedotcom.files.wordpress.com/2015/06/nextera.jpg?quality=80&w=462&h=260&crop=1,http://www.nexteraenergy.com,FL
184,American Electric Power,AEP,Utilities: Gas and Electric,Energy,"Columbus, OH",21,Nicholas K. Akins,3.34,18529,17020,1634,https://fortunedotcom.files.wordpress.com/2015/06/american-electric-power.jpg?quality=80&w=462&h=260&crop=1,http://www.aep.com,OH
185,Baxter International,BAX,Medical Products and Equipment,Health Care,"Deerfield, IL",21,José Almeida,4.56,65500,16972,2497,https://fortunedotcom.files.wordpress.com/2015/06/baxter.jpg?quality=80&w=462&h=260&crop=1,http://www.baxter.com,IL
186,Centene,CNC,Health Care: Insurance and Managed Care,Health Care,"St. Louis, MO",6,Michael F. Neidorff,2.25,13400,16588,271,https://fortunedotcom.files.wordpress.com/2015/06/centene.jpg?quality=80&w=462&h=260&crop=1,http://www.centene.com,MO
